Player,From,To,Years,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS,All Star,All NBA,All ABA,All Rookie,All Defensive,AST Champ,Scoring Champ,Most Improved,Sixth Man,DPOY,ROY,AS MVP,CF MVP,Finals MVP,MVP,Championships,NBA 75 Team,ABA All-Time Team,In_Hall_of_fame
Jason Lawson,1998,1998,1,17,1.5,1.6,0.3,60.0,14.2,80.0,60.0,21.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Allen Leavell,1980,1989,10,700,9.5,1.7,4.8,45.0,23.4,83.4,46.2,14.7,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jeff Lebo,1990,1990,1,4,1.5,1.0,0.8,28.6,27.9,100.0,28.6,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Eric Leckner,1989,1997,9,449,4.1,3.2,0.5,50.8,0.0,66.9,50.8,9.8,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ricky Ledo,2014,2015,2,28,3.9,1.4,0.8,33.6,37.1,76.9,39.4,7.0,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Doug Lee,1992,1995,4,73,2.3,0.6,0.4,41.2,31.0,70.0,47.3,11.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Keith Lee,1986,1989,4,182,6.1,4.7,1.0,45.1,16.7,74.6,45.2,12.2,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kurk Lee,1991,1991,1,48,1.4,0.6,0.7,26.8,20.0,89.3,28.9,5.6,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Malcolm Lee,2012,2015,4,36,3.9,1.8,1.4,38.2,29.4,70.3,41.9,9.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rock Lee,1982,1982,1,2,1.0,0.5,1.0,50.0,14.2,0.0,50.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ron Lee,1977,1982,6,448,7.3,2.7,3.8,41.6,32.1,70.5,42.3,12.4,10.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tim Legler,1990,2000,11,310,7.0,1.6,1.3,44.7,43.1,84.0,52.3,13.6,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Voshon Lenard,1996,2006,11,565,11.9,2.8,2.1,41.5,38.4,78.7,49.4,13.8,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gary Leonard,1990,1992,3,31,1.4,1.1,0.1,45.9,0.0,50.0,45.9,8.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jim Les,1989,1995,7,321,3.8,1.2,2.9,39.7,39.6,81.8,50.1,12.4,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Travis Leslie,2012,2012,1,10,1.4,0.9,0.5,35.7,27.9,44.4,35.7,14.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ronnie Lester,1981,1986,6,250,7.3,1.9,4.0,46.9,22.7,78.8,47.0,13.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Clifford Lett,1990,1991,2,11,3.5,0.6,0.7,43.2,0.0,66.7,43.2,3.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Fat Lever,1983,1994,12,752,13.9,6.0,6.2,44.7,31.0,77.1,45.5,17.8,61.2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cliff Levingston,1983,1995,13,830,7.1,5.2,0.9,51.6,15.2,67.6,51.6,13.8,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
Cedric Lewis,1996,1996,1,3,1.3,0.7,0.0,66.7,17.7,67.9,66.7,62.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Martin Lewis,1996,1997,2,25,3.6,1.4,0.3,47.3,30.0,59.3,49.3,11.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Quincy Lewis,2000,2004,5,159,3.6,1.3,0.6,39.7,33.3,71.0,42.9,6.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ralph Lewis,1988,1990,3,99,2.3,1.2,0.3,41.4,25.0,56.2,41.6,8.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rashard Lewis,1999,2014,16,1049,14.9,5.2,1.7,45.2,38.6,80.5,52.4,16.8,90.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Reggie Lewis,1988,1993,6,450,17.6,4.3,2.6,48.8,20.0,82.4,49.0,17.1,38.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Marcus Liberty,1991,1994,4,267,7.3,3.5,0.9,41.7,34.0,66.4,43.5,12.2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Todd Lichti,1990,1994,5,237,7.9,2.1,1.4,46.0,24.4,78.9,46.6,12.2,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Steve Lingenfelter,1983,1984,2,10,1.0,1.6,0.5,71.4,23.4,0.0,71.4,3.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alton Lister,1982,1998,17,953,6.6,6.3,1.0,51.2,11.1,59.7,51.2,12.9,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Randy Livingston,1997,2007,11,203,3.8,1.4,2.0,40.6,35.1,77.1,42.9,10.0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Horacio Llamas,1997,1998,2,28,2.1,1.3,0.2,46.9,33.3,61.1,48.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lewis Lloyd,1982,1990,9,388,13.2,3.1,2.9,52.4,21.3,77.1,52.5,16.4,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Scott Lloyd,1977,1983,7,372,4.6,3.0,1.0,42.5,28.6,71.8,42.6,8.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rob Lock,1989,1989,1,20,1.5,1.6,0.2,28.1,23.4,80.0,28.1,5.3,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Darrell Lockhart,1984,1984,1,2,2.0,1.5,0.0,100.0,14.2,62.5,100.0,1.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ian Lockhart,1991,1991,1,1,4.0,0.0,0.0,100.0,23.4,100.0,100.0,76.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kevin Loder,1982,1984,3,148,5.9,2.3,1.2,46.1,26.1,69.5,46.5,11.9,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Brad Lohaus,1988,1998,11,656,5.9,2.8,1.1,44.0,36.1,73.3,49.6,12.3,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Art Long,2001,2003,3,98,3.5,3.3,0.5,45.8,66.7,48.5,46.1,9.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Grant Long,1989,2003,15,1003,9.5,6.1,1.7,46.7,28.3,76.1,47.2,13.3,60.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
John Long,1979,1997,19,893,13.6,2.8,1.9,46.7,32.2,86.2,47.2,14.2,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Luc Longley,1992,2001,10,567,7.2,4.9,1.5,46.2,0.0,76.0,46.2,11.8,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
Felipe López,1999,2002,4,249,5.8,2.4,1.0,43.2,32.7,65.9,45.1,11.5,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Raül López,2004,2005,2,113,6.5,1.7,3.8,42.9,34.6,85.3,46.4,12.2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ryan Lorthridge,1995,1995,1,37,7.4,1.9,2.7,47.5,21.4,64.8,48.2,12.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sidney Lowe,1984,1990,7,193,2.9,1.7,3.9,36.7,13.3,76.4,37.0,10.4,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
John Lucas,1977,1990,14,928,10.7,2.3,7.0,44.9,30.3,77.6,46.3,15.9,53.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Maurice Lucas,1975,1988,14,1021,14.6,9.1,2.4,47.1,14.3,76.5,47.2,16.2,69.0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Tyronn Lue,1999,2009,11,554,8.5,1.7,3.1,43.7,39.1,82.9,49.4,13.2,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
George Lynch,1994,2005,12,774,6.6,5.0,1.4,44.6,30.6,65.2,46.2,12.8,32.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kevin Lynch,1992,1993,2,95,3.3,1.3,1.1,43.6,33.3,72.6,44.1,7.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Todd MacCulloch,2000,2003,4,223,6.1,4.0,0.5,54.1,14.2,64.2,54.1,16.9,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Don MacLean,1993,2001,9,319,10.9,3.8,1.3,45.5,28.4,76.5,46.5,15.1,9.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Arvydas Macijauskas,2006,2006,1,19,2.3,0.5,0.3,34.1,25.0,86.7,37.8,8.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ollie Mack,1980,1982,3,128,7.2,2.5,1.8,45.8,0.0,67.4,45.8,12.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sam Mack,1993,2002,10,259,7.8,2.1,1.3,40.0,37.4,83.1,49.3,12.2,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Malcolm Mackey,1994,1994,1,22,1.5,1.1,0.0,37.8,0.0,50.0,37.8,12.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rudy Macklin,1982,1984,3,160,6.4,2.9,0.8,44.9,0.0,77.6,44.9,10.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Vernon Macklin,2012,2012,1,23,2.0,1.5,0.2,54.3,23.4,57.1,54.3,18.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mark Macon,1992,1999,8,251,6.7,1.9,1.7,38.4,27.0,73.5,39.4,8.9,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kyle Macy,1981,1987,7,551,9.5,2.2,4.0,50.1,33.7,87.3,52.3,14.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tito Maddox,2003,2003,1,9,1.2,0.8,0.6,25.0,0.0,62.5,25.0,11.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gerald Madkins,1994,1998,5,48,1.7,0.5,1.4,36.6,37.5,76.2,45.1,8.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mark Madsen,2001,2009,9,453,2.2,2.6,0.4,45.7,6.3,52.7,45.7,8.1,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
Corey Maggette,2000,2013,14,827,16.0,4.9,2.1,45.3,32.4,82.2,47.9,17.9,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dave Magley,1983,1983,1,14,0.9,0.7,0.1,25.0,0.0,50.0,25.0,3.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jamaal Magloire,2001,2012,12,680,7.2,6.5,0.6,48.0,0.0,63.9,48.0,13.5,27.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rick Mahorn,1981,1999,19,1117,6.9,6.2,1.0,49.3,13.2,70.4,49.3,11.6,51.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Dan Majerle,1989,2002,14,955,11.4,4.5,2.9,43.1,35.8,74.1,50.5,13.8,78.5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Renaldo Major,2007,2007,1,1,5.0,2.0,0.0,20.0,23.4,50.0,20.0,-3.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jeff Malone,1984,1996,13,905,19.0,2.6,2.4,48.4,26.8,87.1,48.7,15.2,54.2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Karl Malone,1986,2004,19,1476,25.0,10.1,3.6,51.6,27.4,74.2,51.8,23.9,234.6,14,14,0,1,4,0,0,0,0,0,0,2,0,0,2,0,1,0,1.0
Moses Malone,1975,1995,21,1455,20.3,12.3,1.3,49.5,9.6,76.0,49.5,22.0,179.1,13,8,0,1,2,0,0,0,0,0,0,0,0,1,3,1,1,1,1.0
Matt Maloney,1997,2003,7,295,7.4,1.7,2.9,40.8,37.2,79.7,51.2,10.6,9.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Danny Manning,1989,2003,15,883,14.0,5.2,2.3,51.1,20.6,72.9,51.3,16.9,55.1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Rich Manning,1996,1997,2,55,3.3,1.7,0.2,41.5,40.0,64.3,42.1,8.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pace Mannion,1984,1989,6,216,3.1,1.2,1.1,41.3,20.3,66.3,42.5,9.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Devyn Marble,2015,2016,2,44,2.2,1.6,0.7,30.4,22.2,37.5,35.7,5.5,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Roy Marble,1990,1994,5,29,1.9,1.1,0.4,25.7,0.0,59.4,25.7,4.0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Stephon Marbury,1997,2009,13,846,19.3,3.0,7.6,43.3,32.5,78.4,47.0,18.7,77.5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Šarūnas Marčiulionis,1990,1997,8,363,12.8,2.3,2.2,50.5,36.9,76.8,52.6,16.7,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Shawn Marion,2000,2015,16,1163,15.2,8.7,1.9,48.4,33.1,81.0,51.0,18.8,124.9,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Damir Markota,2007,2007,1,30,1.7,1.0,0.2,36.5,37.5,63.6,42.3,5.0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sean Marks,1999,2011,13,230,2.8,2.2,0.2,44.8,20.0,66.5,45.2,9.1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Donny Marshall,1996,2003,8,119,2.5,1.0,0.3,32.1,33.6,68.1,39.9,8.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Donyell Marshall,1995,2009,15,957,11.2,6.7,1.4,43.5,35.0,73.1,48.3,16.8,59.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kendall Marshall,2013,2016,4,160,5.0,1.6,4.9,39.9,37.0,61.1,48.0,10.7,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rawle Marshall,2006,2007,2,63,2.7,1.0,0.4,37.6,23.8,71.6,39.3,8.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bill Martin,1986,1988,3,84,4.7,1.6,0.7,44.9,0.0,81.3,44.9,10.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bob Martin,1994,1995,2,54,2.1,2.2,0.3,44.1,14.2,60.8,44.1,6.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Brian Martin,1986,1986,1,8,0.8,0.5,0.0,42.9,23.4,0.0,42.9,-1.6,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cartier Martin,2009,2015,7,243,5.1,1.9,0.5,39.2,37.2,72.9,49.1,10.1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cuonzo Martin,1996,1997,2,7,1.3,0.4,0.4,25.0,60.0,0.0,37.5,4.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Darrick Martin,1995,2008,14,514,6.9,1.1,2.9,38.2,34.0,84.3,43.8,12.5,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Fernando Martín,1987,1987,1,24,0.9,1.2,0.4,29.0,0.0,36.4,29.0,-0.9,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jeff Martin,1990,1991,2,143,6.7,2.0,0.8,41.7,28.2,69.4,43.3,9.3,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kenyon Martin,2001,2015,15,757,12.3,6.8,1.9,48.3,23.4,62.9,48.7,15.0,48.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kevin Martin,2005,2016,12,714,17.4,3.2,1.9,43.7,38.4,87.0,50.2,17.7,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Maurice Martin,1987,1988,2,69,3.0,0.9,0.7,37.8,21.1,59.8,38.8,9.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jamal Mashburn,1994,2004,11,611,19.1,5.4,4.0,41.8,34.5,76.6,45.6,15.7,43.7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Anthony Mason,1990,2003,14,882,10.9,8.3,3.4,50.9,16.7,70.9,51.0,14.6,88.3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Desmond Mason,2001,2010,10,643,12.1,4.5,1.6,44.9,26.0,74.0,45.4,12.7,23.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Roger Mason,2003,2014,12,518,6.3,1.7,1.3,40.8,38.3,86.6,50.9,10.9,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tony Massenburg,1991,2005,15,683,6.2,4.3,0.4,47.0,9.1,70.5,47.0,11.9,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Wes Matthews,1981,1990,10,465,7.9,1.3,4.2,47.8,22.5,78.8,48.4,13.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
Marlon Maxey,1993,1994,2,98,4.9,3.7,0.2,54.2,0.0,68.5,54.2,15.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jason Maxiell,2006,2015,10,618,5.6,4.2,0.4,49.5,0.0,56.4,49.5,13.0,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cedric Maxwell,1978,1988,11,835,12.5,6.3,2.2,54.6,5.3,78.4,54.6,16.4,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.0
Vernon Maxwell,1989,2001,13,855,12.8,2.6,3.4,39.8,32.0,73.3,46.2,12.7,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
Scott May,1977,1983,7,355,10.4,4.1,1.7,46.2,0.0,81.1,46.2,14.2,17.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sean May,2006,2010,5,119,6.9,4.0,1.0,45.8,23.1,74.6,46.0,14.9,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lee Mayberry,1993,1999,7,496,5.1,1.3,3.6,41.5,37.7,65.9,49.8,10.1,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tharon Mayes,1992,1992,1,24,4.1,0.7,1.5,30.3,36.6,66.7,37.9,6.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bill Mayfield,1981,1981,1,7,2.4,1.3,0.1,44.4,23.4,50.0,44.4,6.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Eric Maynor,2010,2014,5,267,4.3,1.3,2.8,39.2,35.0,72.1,44.2,10.6,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
O.J. Mayo,2009,2016,8,547,13.8,3.1,2.9,42.9,37.3,82.0,49.4,13.4,21.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Travis Mays,1991,1993,3,115,11.1,2.0,2.8,41.0,36.2,74.9,45.9,11.7,2.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bob McAdoo,1973,1986,14,852,22.1,9.4,2.3,50.3,8.1,75.4,50.3,20.7,89.1,5,2,0,1,0,0,3,0,0,0,1,0,0,0,1,2,1,0,1.0
Ray McCallum,2014,2016,3,154,6.0,2.0,2.4,40.8,33.5,71.1,44.7,11.0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bob McCann,1990,1998,9,178,4.2,2.6,0.6,47.9,20.0,57.7,48.0,10.2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mel McCants,1990,1990,1,13,1.7,0.5,0.2,30.8,23.4,75.0,30.8,5.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rashad McCants,2006,2009,4,249,10.0,2.0,1.3,43.1,36.8,74.1,49.9,12.9,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Andre McCarter,1977,1981,5,103,3.8,0.9,1.7,43.1,25.0,72.5,43.4,10.4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kelly McCarty,1999,1999,1,2,2.0,1.5,0.0,66.7,28.6,72.9,66.7,31.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Walter McCarty,1997,2006,10,593,5.2,2.6,1.1,39.2,34.6,69.8,47.4,10.1,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Amal McCaskill,1997,2004,8,114,1.8,1.9,0.3,37.7,0.0,60.9,37.7,7.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dwayne McClain,1986,1986,1,45,3.5,0.7,1.5,38.3,11.1,51.4,38.6,8.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dan McClintock,2001,2001,1,6,3.0,2.8,0.2,50.0,14.2,0.0,50.0,9.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
George McCloud,1990,2002,13,766,9.0,3.1,2.3,40.2,35.8,81.0,47.7,12.7,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Keith McCord,1981,1981,1,2,2.0,1.0,0.5,50.0,27.9,73.7,50.0,7.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tim McCormick,1985,1992,8,483,8.3,4.9,1.0,53.5,6.3,70.3,53.5,12.8,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jelani McCoy,1999,2008,10,260,4.6,3.5,0.5,53.9,14.2,49.0,53.9,12.6,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Chris McCray,2007,2007,1,5,0.0,0.0,0.0,0.0,27.9,73.7,0.0,-20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rodney McCray,1984,1993,10,768,11.7,6.6,3.6,50.3,26.0,76.1,50.7,14.4,56.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Scooter McCray,1984,1987,4,77,2.9,2.5,1.0,42.3,28.6,61.1,42.3,8.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
John McCullough,1982,1982,1,8,2.6,0.5,0.4,69.2,27.9,60.0,69.2,30.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Clint McDaniel,1996,1996,1,12,2.5,0.8,0.6,34.8,33.3,75.0,39.1,15.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Xavier McDaniel,1986,1998,13,870,15.6,6.1,2.0,48.5,26.1,71.8,48.9,16.1,47.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ben McDonald,1986,1989,4,176,6.0,3.2,1.3,46.8,22.7,72.7,47.3,8.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Michael McDonald,1998,1998,1,1,0.0,1.0,0.0,43.7,14.2,62.5,45.9,-22.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hank McDowell,1982,1987,6,206,2.9,2.3,0.5,45.1,0.0,71.0,45.1,10.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Antonio McDyess,1996,2011,16,1015,12.0,7.5,1.3,49.7,11.7,67.0,49.7,17.2,69.8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jim McElroy,1976,1982,7,418,9.9,2.0,3.5,46.8,20.6,76.4,46.9,12.9,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ivan McFarlin,2007,2007,1,11,1.4,1.0,0.1,38.5,0.0,71.4,38.5,12.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mitch McGary,2015,2016,2,52,4.4,3.5,0.3,52.7,0.0,58.0,52.7,15.4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
