Player,From,To,Years,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS,All Star,All NBA,All ABA,All Rookie,All Defensive,AST Champ,Scoring Champ,Most Improved,Sixth Man,DPOY,ROY,AS MVP,CF MVP,Finals MVP,MVP,Championships,NBA 75 Team,ABA All-Time Team,In_Hall_of_fame
Keith Benson,2012,2012,1,3,0.0,1.0,0.0,0.0,14.2,62.5,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kent Benson,1978,1988,11,680,9.1,5.7,1.8,49.3,20.6,75.7,49.4,14.2,33.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ricky Berry,1989,1989,1,64,11.0,3.1,1.3,45.0,40.6,78.9,50.7,13.1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Walter Berry,1987,1989,3,205,14.1,4.7,1.4,53.9,20.0,63.8,54.0,16.6,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Travis Best,1996,2005,10,708,7.6,1.8,3.5,43.1,34.5,83.5,46.0,13.8,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sim Bhullar,2015,2015,1,3,0.7,0.3,0.3,50.0,14.2,62.5,50.0,44.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Henry Bibby,1973,1981,9,675,8.6,2.3,3.3,42.4,29.3,78.2,42.8,12.3,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Mike Bibby,1999,2012,14,1001,14.7,3.1,5.5,43.6,37.9,80.2,49.7,16.1,73.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Andris Biedriņš,2005,2014,10,516,6.3,7.0,0.9,59.4,0.0,50.0,59.4,15.3,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chauncey Billups,1998,2014,17,1043,15.2,2.9,5.4,41.5,38.7,89.4,49.5,18.8,120.8,5,3,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
Joe Binion,1987,1987,1,11,1.3,1.6,0.1,40.0,23.4,60.0,40.0,12.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Larry Bird,1980,1992,13,897,24.3,10.0,6.3,49.6,37.6,88.6,51.4,23.5,145.8,12,10,0,1,3,0,0,0,0,0,1,1,0,2,3,3,1,0,1.0
Otis Birdsong,1978,1989,12,696,18.0,3.0,3.2,50.6,27.4,65.5,50.9,16.5,48.2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Uwe Blab,1986,1990,5,235,2.1,1.8,0.4,43.3,14.2,60.8,43.3,6.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Norman Black,1981,1981,1,3,2.7,0.7,0.7,30.0,27.9,25.0,30.0,1.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rolando Blackman,1982,1994,13,980,18.0,3.3,3.0,49.3,34.3,84.0,50.1,16.7,75.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alex Blackwell,1993,1993,1,27,1.3,0.9,0.3,33.3,0.0,75.0,33.3,8.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cory Blackwell,1985,1985,1,60,3.4,1.6,0.4,36.7,0.0,50.9,36.7,6.4,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
James Blackwell,1995,1995,1,13,1.4,0.8,0.8,61.5,27.9,66.7,61.5,11.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nate Blackwell,1988,1988,1,10,3.7,0.6,1.8,36.6,18.2,83.3,39.0,6.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
DeJuan Blair,2010,2016,7,424,6.8,5.1,0.8,52.4,0.0,60.8,52.4,16.5,19.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Steve Blake,2004,2016,13,870,6.5,2.1,4.0,40.1,38.3,77.9,50.1,11.1,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Will Blalock,2007,2007,1,14,1.8,1.1,1.2,30.0,20.0,100.0,31.7,4.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lance Blanks,1991,1993,3,142,2.0,0.8,0.8,43.6,25.3,66.7,47.2,8.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ricky Blanton,1993,1993,1,2,3.0,1.5,0.5,42.9,23.4,67.6,42.9,19.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Andray Blatche,2006,2014,9,564,10.1,5.4,1.4,46.7,23.7,72.5,47.2,16.8,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mookie Blaylock,1990,2002,13,889,13.5,4.1,6.7,40.9,33.6,73.6,46.5,16.8,71.8,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Corie Blount,1994,2004,11,644,3.6,4.2,0.7,47.1,11.5,58.7,47.1,11.1,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mark Blount,2001,2009,9,605,8.2,4.6,0.8,50.4,35.9,72.3,50.8,12.5,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ray Blume,1982,1982,1,49,4.6,0.8,1.4,45.9,22.2,64.3,46.8,9.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tony Bobbitt,2005,2005,1,2,2.5,1.5,0.0,40.0,50.0,73.7,50.0,11.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Keith Bogans,2004,2014,11,671,6.3,2.7,1.3,39.4,35.3,71.6,48.9,9.6,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Muggsy Bogues,1988,2001,14,889,7.7,2.6,7.6,45.8,27.8,82.7,46.7,15.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Etdrick Bohannon,1998,2001,4,26,1.4,1.7,0.2,42.9,23.4,67.9,42.9,10.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Manute Bol,1986,1995,10,624,2.6,4.2,0.3,40.7,21.0,56.1,42.0,9.4,12.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Walter Bond,1993,1995,3,153,5.7,1.9,1.2,40.9,29.9,76.7,43.4,9.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dexter Boney,1997,1997,1,8,2.4,0.8,0.0,31.6,16.7,75.0,34.2,10.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Anthony Bonner,1991,1996,6,318,6.9,5.4,1.4,46.8,12.5,59.0,46.9,11.5,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Matt Bonner,2005,2016,12,792,5.8,3.0,0.7,46.4,41.4,78.0,57.0,13.6,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
Melvin Booker,1996,1997,2,32,5.2,1.2,2.3,40.0,26.8,87.1,44.8,8.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Josh Boone,2007,2010,4,256,5.2,4.9,0.5,54.4,17.7,44.5,54.4,14.2,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ron Boone,1969,1981,13,1041,16.8,4.2,3.7,46.1,30.4,83.7,46.6,15.4,59.3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Calvin Booth,2000,2009,10,366,3.3,2.8,0.4,45.1,22.2,74.8,45.2,12.4,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Keith Booth,1998,1999,2,45,2.9,2.2,0.9,32.5,9.1,56.3,32.8,7.3,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Carlos Boozer,2003,2015,13,861,16.2,9.5,2.2,52.1,7.1,72.2,52.1,19.5,80.3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Curtis Borchardt,2004,2005,2,83,3.1,3.3,0.8,42.1,0.0,74.2,42.1,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lazaro Borrell,2000,2000,1,17,3.6,2.4,0.6,44.4,0.0,54.5,44.4,15.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chris Bosh,2004,2016,13,893,19.2,8.5,2.0,49.4,33.5,79.9,50.6,20.6,106.0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.0
Tom Boswell,1976,1984,9,366,7.7,4.7,1.6,53.3,54.5,72.4,53.4,13.7,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Ruben Boumtje-Boumtje,2002,2004,3,44,1.0,1.3,0.1,36.8,14.2,55.6,36.8,6.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cal Bowdler,2000,2002,3,142,3.0,1.9,0.2,40.4,18.2,76.8,40.7,11.3,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bruce Bowen,1997,2009,13,873,6.1,2.8,1.2,40.9,39.3,57.5,49.4,8.2,42.9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
Ryan Bowen,2000,2010,11,507,2.6,2.1,0.5,45.6,20.6,69.3,46.2,10.5,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Anthony Bowie,1989,1998,10,461,6.4,2.2,1.8,47.5,31.8,82.4,48.7,11.7,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sam Bowie,1985,1995,11,511,10.9,7.5,2.1,45.2,30.2,74.8,45.6,14.6,26.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ira Bowman,2000,2002,3,17,0.9,0.3,0.5,63.6,0.0,50.0,63.6,13.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Donnie Boyce,1996,1997,2,30,2.6,0.8,0.5,34.9,25.0,50.0,38.4,9.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Earl Boykins,1999,2012,14,652,8.9,1.3,3.2,41.7,34.8,87.6,45.5,15.7,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Winford Boynes,1979,1981,3,177,8.4,2.1,1.2,43.5,0.0,78.3,43.5,10.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cedric Bozeman,2007,2007,1,23,1.1,1.0,0.4,28.2,15.4,33.3,30.8,-0.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Craig Brackins,2011,2012,2,17,1.8,1.1,0.5,26.5,21.4,50.0,29.6,3.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alex Bradley,1982,1982,1,39,3.5,1.7,0.3,52.4,0.0,60.4,52.4,12.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Charles Bradley,1982,1984,3,110,3.2,1.1,0.5,41.6,0.0,58.5,41.6,8.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dudley Bradley,1980,1989,10,600,5.2,1.8,1.9,44.0,29.3,73.0,45.8,12.0,16.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Michael Bradley,2002,2006,5,173,2.8,3.4,0.5,47.7,14.3,51.1,47.9,11.3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Shawn Bradley,1994,2005,12,832,8.1,6.3,0.7,45.7,10.3,71.6,45.7,16.0,40.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mark Bradtke,1997,1997,1,36,1.6,1.9,0.2,43.1,17.7,69.2,43.1,9.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Marques Bragg,1996,1996,1,53,2.5,1.5,0.2,45.0,23.4,56.1,45.0,9.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Torraye Braggs,2004,2005,2,22,2.1,2.3,0.3,47.5,23.4,66.7,47.5,9.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
A.J. Bramlett,2000,2000,1,8,1.0,2.8,0.0,19.0,14.2,62.5,19.0,-0.4,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Adrian Branch,1987,1990,4,130,6.4,1.9,0.7,45.5,23.1,74.4,46.1,15.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Elton Brand,2000,2016,17,1058,15.9,8.5,2.1,50.0,9.5,73.6,50.1,20.5,109.6,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Terrell Brandon,1992,2002,11,724,13.8,3.0,6.1,44.8,35.5,87.3,47.1,19.7,65.9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Brad Branson,1982,1983,2,72,5.4,2.9,0.7,42.2,0.0,72.5,42.2,14.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mike Bratz,1978,1986,9,586,7.0,1.8,3.2,40.7,30.5,83.0,42.6,12.0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tim Breaux,1995,1998,4,102,2.9,0.9,0.4,36.9,29.7,63.5,40.6,7.4,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
J.R. Bremer,2003,2004,2,100,6.5,1.8,2.2,34.4,33.3,74.8,44.1,11.2,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Randy Breuer,1984,1994,11,681,6.8,4.4,0.9,46.7,0.0,62.8,46.7,13.2,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jamison Brewer,2002,2005,4,54,1.6,0.9,1.0,37.2,25.0,39.3,41.5,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jim Brewer,1974,1982,9,703,5.8,6.3,1.5,44.8,7.7,57.1,44.8,12.2,29.3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Ron Brewer,1979,1986,8,501,11.9,1.9,1.8,45.9,24.8,82.4,46.2,13.0,17.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ronnie Brewer,2007,2014,8,502,7.8,2.8,1.6,49.0,25.4,67.5,50.5,14.4,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Primož Brezec,2002,2010,9,342,7.2,3.9,0.5,49.8,16.7,70.1,49.8,13.6,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Frank Brickowski,1985,1997,13,731,10.0,4.7,1.9,51.9,32.4,74.0,52.4,14.2,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Junior Bridgeman,1976,1987,12,849,13.6,3.5,2.4,47.5,24.4,84.6,47.7,15.6,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Allan Bristow,1974,1983,10,695,7.8,4.0,3.2,46.0,28.1,80.1,46.2,14.6,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mike Brittain,1986,1987,2,38,1.7,1.4,0.2,50.0,14.2,52.4,50.0,4.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dave Britton,1981,1981,1,2,2.0,1.0,1.5,66.7,27.9,73.7,66.7,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jon Brockman,2010,2012,3,150,2.1,3.1,0.3,48.8,0.0,61.8,48.8,10.3,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jim Brogan,1982,1983,2,121,5.1,1.5,1.8,44.4,26.7,74.8,45.4,13.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kevin Brooks,1992,1994,3,126,3.3,1.1,0.4,40.1,20.0,85.9,41.5,8.3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Michael Brooks,1981,1988,8,319,12.8,6.3,2.6,48.6,15.2,71.4,48.6,15.2,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Scott Brooks,1989,1998,10,680,4.9,1.0,2.4,45.0,37.2,84.9,50.3,14.5,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Andre Brown,2007,2009,3,75,2.6,2.4,0.1,51.6,0.0,50.0,51.6,11.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chucky Brown,1990,2002,13,694,5.9,3.1,0.8,49.1,22.7,69.9,49.4,11.6,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Damone Brown,2002,2005,4,39,2.8,1.3,0.5,33.6,28.6,66.7,35.2,3.9,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dee Brown,1991,2002,12,608,11.1,2.6,3.7,43.6,35.7,82.5,48.8,14.6,33.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dee Brown,2007,2009,3,68,2.1,1.0,1.8,34.0,25.0,64.3,38.4,7.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Derrick Brown,2010,2012,3,171,5.2,2.4,0.7,51.5,31.7,63.7,52.5,13.8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Devin Brown,2003,2010,8,465,7.2,2.8,1.5,40.1,33.8,77.6,45.2,11.9,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Ernest Brown,2002,2002,1,3,1.0,2.0,0.0,16.7,14.2,25.0,16.7,-9.7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Fred Brown,1972,1984,13,963,14.6,2.7,3.3,47.8,37.3,85.8,48.2,17.7,63.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Gerald Brown,1999,1999,1,33,2.4,0.7,0.9,37.1,30.0,78.6,38.8,7.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jabari Brown,2015,2015,1,19,11.9,1.9,2.1,41.2,37.1,75.3,47.9,11.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kedrick Brown,2002,2005,4,143,3.6,2.4,0.7,40.5,27.4,64.0,45.1,11.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kwame Brown,2002,2013,12,607,6.6,5.5,0.9,49.2,11.1,57.0,49.2,12.5,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lewis Brown,1981,1981,1,2,1.0,1.0,0.0,0.0,14.2,40.0,0.0,-18.6,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Marcus Brown,1997,2000,4,27,3.4,0.8,0.9,38.1,33.3,71.4,45.8,10.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mike Brown,1987,1997,11,626,5.0,4.4,0.7,45.5,12.5,69.0,45.5,9.7,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Myron Brown,1992,1992,1,4,2.3,0.8,1.5,66.7,33.3,73.7,75.0,14.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
P.J. Brown,1994,2008,15,1089,9.1,7.7,1.5,46.0,13.6,79.4,46.1,14.1,89.8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Randy Brown,1992,2003,12,655,4.8,1.8,2.2,41.7,20.0,69.1,42.1,10.3,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
Raymond Brown,1990,1990,1,16,1.0,0.9,0.3,28.6,23.4,0.0,28.6,-0.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rickey Brown,1981,1985,5,340,4.4,3.5,0.4,46.4,0.0,66.7,46.4,9.8,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Shannon Brown,2007,2015,9,408,7.6,1.9,1.1,42.0,33.2,80.7,46.8,12.4,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
Tierre Brown,2002,2005,4,134,3.9,1.2,2.0,38.4,35.3,76.9,41.3,10.8,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tony Brown,1985,1992,8,360,6.0,2.1,1.6,43.7,25.9,71.9,44.6,9.9,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Stanley Brundy,1990,1990,1,16,2.3,1.6,0.2,50.0,23.4,38.9,50.0,10.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rick Brunson,1998,2006,9,337,3.2,1.3,2.6,37.8,36.2,69.3,42.6,10.7,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Joe Bryant,1976,1983,8,606,8.7,4.0,1.7,45.0,20.0,74.3,45.3,12.2,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kobe Bryant,1997,2016,20,1346,25.0,5.2,4.7,44.7,32.9,83.7,48.2,22.9,172.7,18,15,0,1,12,0,2,0,0,0,0,4,0,2,1,5,1,0,1.0
Mark Bryant,1989,2003,15,797,5.4,3.8,0.6,50.0,8.3,69.7,50.0,10.9,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Wallace Bryant,1984,1986,3,102,3.2,3.7,1.1,40.7,14.2,57.3,40.7,9.4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Torgeir Bryn,1990,1990,1,3,1.3,0.7,0.0,0.0,14.2,66.7,0.0,9.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Steve Bucknall,1990,1990,1,18,1.3,0.4,0.6,27.3,0.0,83.3,27.3,0.0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Greg Buckner,2000,2009,10,570,5.0,2.8,1.3,45.0,33.4,75.7,49.8,10.7,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Quinn Buckner,1977,1986,10,719,8.2,2.7,4.3,46.1,18.4,65.7,46.1,13.4,24.7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Chase Budinger,2010,2016,7,407,7.9,3.0,1.2,43.0,35.2,79.7,50.4,13.0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jud Buechler,1991,2002,12,720,3.3,1.8,0.8,43.3,36.6,63.3,49.2,11.2,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
Rodney Buford,2000,2005,6,230,6.4,2.6,0.8,41.2,30.0,75.8,43.6,10.0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Matt Bullard,1991,2002,12,615,5.3,2.0,0.9,41.8,38.4,76.8,52.1,11.9,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Pat Burke,2003,2007,5,127,3.7,2.1,0.3,40.8,25.0,66.3,41.7,8.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Roger Burkman,1982,1982,1,6,0.8,1.0,0.8,0.0,0.0,83.3,0.0,15.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Antonio Burks,2005,2006,2,81,2.3,0.6,1.3,38.7,23.5,57.1,39.7,7.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kevin Burleson,2006,2006,1,39,1.8,0.7,1.2,25.0,18.5,94.1,30.7,5.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tom Burleson,1975,1981,7,446,9.4,6.3,1.3,44.5,0.0,72.6,44.5,16.1,22.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
David Burns,1982,1982,1,9,2.6,0.6,1.7,43.8,27.9,60.0,43.8,3.6,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Evers Burns,1994,1994,1,23,2.4,1.3,0.4,40.0,23.4,52.2,40.0,9.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Scott Burrell,1994,2001,8,383,6.9,3.5,1.4,41.8,37.3,72.3,49.1,13.5,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Junior Burrough,1996,1996,1,61,3.1,1.8,0.2,37.6,23.4,65.6,37.6,9.0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Willie Burton,1991,1999,9,316,10.3,2.9,1.2,42.4,34.5,78.6,45.2,12.7,9.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Steve Burtt,1985,1993,9,101,5.8,0.9,1.2,42.6,14.3,69.5,42.8,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Don Buse,1973,1985,13,966,7.1,2.7,4.6,44.0,33.0,77.9,46.5,13.1,57.1,2,0,1,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Caron Butler,2003,2016,14,881,14.1,5.0,2.3,43.4,34.8,84.7,46.9,15.0,50.9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Greg Butler,1989,1991,3,55,1.4,1.0,0.1,35.4,0.0,71.4,35.4,2.9,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jackie Butler,2005,2007,3,69,5.0,3.0,0.4,53.9,17.7,77.5,53.9,14.6,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
